index,text,location
19,"RT @HillaryClinton: Donald Trump is running a cynical campaign of hate and fear... he is pitting Americans against each other. https://t.…","Dallas - TX"
20,"RT @sciam: Trump's idiosyncratic patterns of speech are why people tend either to love or hate him https://t.co/QXwquUYQEC https://t.co/Bxb…","Chicago - IL"
21,"@realDonaldTrump Literally can't answer a question and make sense. What about underwater basketweaving? Trump: BUT MUSLIMS #GOPTownHall","Boston - MA"
22,"RT @PennyHicks13: #Wisconsin #WIPrimary Vote #Trump Jobs✔️ Borders✔️ Veterans✔️ 2A✔️ #NoRefugees #AmericaFirst Seize The Moment🇺🇸 https…","USA"
23,"RT @bruce_arthur: Trump on Heidi Cruz: I didn't start it. Anderson Cooper: With all due respect that's the argument of a five-year-old…","Fredericton"
24,"RT @PennyHicks13: #Wisconsin #WIPrimary Vote #Trump Jobs✔️ Borders✔️ Veterans✔️ 2A✔️ #NoRefugees #AmericaFirst Seize The Moment🇺🇸 https…","USA"
25,"RT @bruce_arthur: Trump on Heidi Cruz: I didn't start it. Anderson Cooper: With all due respect that's the argument of a five-year-old…","Fredericton"
26,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","Attack Helicopter"
27,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","Attack Helicopter"
28,"RT @lorettatheprole: #GOPTownHall Sylphlike Anderson Cooper telling married family man Trump he's like a 5 year-old for defending his wife'…","Florida"
29,"RT @lorettatheprole: #GOPTownHall Sylphlike Anderson Cooper telling married family man Trump he's like a 5 year-old for defending his wife'…","Florida"
30,"RT @proselaw: ARE ALL MY FRIENDS AND FAMILY EXCITED FOR TRUMP TO BE OUR NEXT PRESIDENT? AAAAA*#HHHHH#AAAAHHHHAAAA!!!! YES!!!!!! https://t.…","Memphis - TN"
31,"RT @sahilkapur: Trump in Janesville re ousting rivals: “Wouldn’t it be nice to have a president who just with his mouth cld make positiv…","Gulf Coast - Texas"
32,"RT @proselaw: ARE ALL MY FRIENDS AND FAMILY EXCITED FOR TRUMP TO BE OUR NEXT PRESIDENT? AAAAA*#HHHHH#AAAAHHHHAAAA!!!! YES!!!!!! https://t.…","Memphis - TN"
33,"RT @EsotericCD: Donald Trump keeps insisting that it was Ted Cruz's people who made that Melania ad. Cooper doesn't bother pushing back o…","Tampa Bay Area - Florida"
34,"RT @sahilkapur: Trump in Janesville re ousting rivals: “Wouldn’t it be nice to have a president who just with his mouth cld make positiv…","Gulf Coast - Texas"
35,"RT @EsotericCD: Donald Trump keeps insisting that it was Ted Cruz's people who made that Melania ad. Cooper doesn't bother pushing back o…","Tampa Bay Area - Florida"
36,"RT @CNN: Bernie Sanders on Trump: Beating up on Mexicans who make 8 bucks an hour is not the answer https://t.co/UYpqI3w42L https://t.co/…","Dubai / Stockholm"
37,"RT @P0TUSTrump: Put CNN on NOW!!! Our beloved Donald Trump is about to speak on the #GOPTownHall .@CNN #MakeAmericaGreatAgain #VoteTrump…","Tampa FL"
38,"RT @CNN: Bernie Sanders on Trump: Beating up on Mexicans who make 8 bucks an hour is not the answer https://t.co/UYpqI3w42L https://t.co/…","Dubai / Stockholm"
39,"RT @sallykohn: Having brave police officers who responded to Sikh temple shooting in Wisconsin challenge Trump on racial profiling = FANTAS…","New York City"
40,"RT @P0TUSTrump: Put CNN on NOW!!! Our beloved Donald Trump is about to speak on the #GOPTownHall .@CNN #MakeAmericaGreatAgain #VoteTrump…","Tampa FL"
41,"RT @scottsands: Trump says he would rather talk about the issues. BS ALERT. Trump doesn't understand the issues. #GOPTownHall https://t.co/…"," 20...1600 Pennsylvania Avenue"
42,"RT @ddale8: Voter asks Trump how to protect the rights of Muslims and other minority groups avoid anti-Muslim backlash. Trump touts his Mu…","San Francisco - CA - USA"
43,"RT @scottsands: Trump says he would rather talk about the issues. BS ALERT. Trump doesn't understand the issues. #GOPTownHall https://t.co/…"," 20...1600 Pennsylvania Avenue"
44,"RT @TemiaBrinson: When will Trump's friends get the balls to have an intervention for him? I believe he needs psychiatric help. #cnntownhall","Milkyway solar system -Universe"
45,"RT @Trump2016Donald: Why is @andersoncooper arguing with Donald Trump. Anderson looks very stupid. #CnnTownHall #Trump2016 #MakeAmericaGrea…","Terra"
46,"RT @ddale8: Voter asks Trump how to protect the rights of Muslims and other minority groups avoid anti-Muslim backlash. Trump touts his Mu…","The 703 - 202 or on the road"
47,"RT @ddale8: Voter asks Trump how to protect the rights of Muslims and other minority groups avoid anti-Muslim backlash. Trump touts his Mu…","The 703 - 202 or on the road"
48,"RT @DGInCa4Trump: Trump is 100% right America should receive compensation from our allies they're already kill us in trade. #cnntownhall…","United States"
49,"RT @DGInCa4Trump: Trump is 100% right America should receive compensation from our allies they're already kill us in trade. #cnntownhall…","United States"
50,"RT @Jeff_Neil525: @Suthen_boy FOLLOW ME FOR TRUMP I'LL FOLLOW BACK THANK YOU FOR KIND WORDS FOR WIFE FIGHTING BREAST CANCER RT https://t…","Virginia"
51,"RT @Jeff_Neil525: @Suthen_boy FOLLOW ME FOR TRUMP I'LL FOLLOW BACK THANK YOU FOR KIND WORDS FOR WIFE FIGHTING BREAST CANCER RT https://t…","Virginia"
52,"RT @sallykohn: Having brave police officers who responded to Sikh temple shooting in Wisconsin challenge Trump on racial profiling = FANTAS…","Staten Island - NY"
53,"RT @sallykohn: Having brave police officers who responded to Sikh temple shooting in Wisconsin challenge Trump on racial profiling = FANTAS…","Staten Island - NY"
54,"RT @ACreativeMuggle: This is the party of family values and decency and Trump is the guy that evangelicals support? https://t.co/vK5cFB4…","Land of Poltical Fools/Texas"
55,"RT @ACreativeMuggle: This is the party of family values and decency and Trump is the guy that evangelicals support? https://t.co/vK5cFB4…","Land of Poltical Fools/Texas"
56,"RT @jamieleecurtis: I respect but disagree with @SusanSarandon. A possible support of Trump over @HillaryClinton is dangerous 2 women min…","Verdun/Montréal"
57,"RT @USAHipster: Evangelicals love Donald Trump bc he goes to church. Haven't see Ted Cruz attend church. #wisconsin #goptownhall https://t.…","Nashville "
58,"@OGmage @CNN why are they afraid of freedom of being contrld. Slavery codependency is what the demos &amp; repub want. Trump wants to free u","manvel - texas"
59,"@JonHendricks83 @CheriJacobus Trump has no chance in hell of pulling a majority. Sooner we commit this lunatic to a rubber room the better!","Pompano Beach - Florida USA"
60,"@JonHendricks83 @CheriJacobus Trump has no chance in hell of pulling a majority. Sooner we commit this lunatic to a rubber room the better!","Pompano Beach - Florida USA"
61,"RT @bendykoval: She had a pen in her hand - it could have been a knife! Whoa. Trump REALLY hates women and victims as a whole. #GOPTown…","2.27.16"
62,"RT @bendykoval: She had a pen in her hand - it could have been a knife! Whoa. Trump REALLY hates women and victims as a whole. #GOPTown…","2.27.16"
63,"RT @AmyMek: Thank you Donald Trump for being the ONLY candidate willing to protect Americans from Muslims and Illegals! #GOPTownHall #Trump…","MIAMI / LA"
64,"RT @druidDUDE: What's Trump even saying!? This man asked him a great question about EDUCATING people about minority groups &amp; he can't answe…","w baby brendon "
65,"RT @druidDUDE: What's Trump even saying!? This man asked him a great question about EDUCATING people about minority groups &amp; he can't answe…","w baby brendon "
66,"RT @OutFrontCNN: Anderson Cooper to Donald Trump on Heidi Cruz response: That’s the argument of a 5-year-old #GOPTownHall https://t.co/HK9s…","In all history - past & present"
67,"RT @OutFrontCNN: Anderson Cooper to Donald Trump on Heidi Cruz response: That’s the argument of a 5-year-old #GOPTownHall https://t.co/HK9s…","In all history - past & present"
68,"RT @peddoc63: Trump says of #Lewandowski can't watch man's life be destroyed. No problem destroying women's lives! #cnntownhall https://t.c…","USA"
69,"Another corrupt person tied to Clinton’s. Say it isn’t so. So discouraged by state of our country sometimes #Trump https://t.co/4TyUtHfJ3B","Kansas City - MO"
70,"RT @JockCartier: Trump is like a toddler banging on pots and pans totally oblivious to that sound travels then wondering how he got caugh…","Calgary - AB"
71,"Another corrupt person tied to Clinton’s. Say it isn’t so. So discouraged by state of our country sometimes #Trump https://t.co/4TyUtHfJ3B","Kansas City - MO"
72,"RT @ditzkoff: COOPER: “You’re running for president of the United States.” TRUMP: “I didn’t start it.” COOPER: That’s the argument of a 5-y…","The American Midwest"
73,"RT @JockCartier: Trump is like a toddler banging on pots and pans totally oblivious to that sound travels then wondering how he got caugh…","Calgary - AB"
74,"RT @pbump: Now Trump says the Secret Service might have thought Fields’s pen was a “little bomb.” I swear on a Bible. That is what he sa…","Mid-South"
75,"RT @jimmy_dore: When I meet @andersoncooper I will ask him about how he didn't lay a glove on Trump the day his campaign manager was arrest…","Ft. Lauderdale - FL"
76,"RT @reroll: Retweeted Citizens for Trump (@TimeforTruth16): Senator Ted Cruz Caught Blatantly Lying On Fox News Sunday...... https://t.co/…","New York - USA"
77,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Arizona - USA"
78,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Arizona - USA"
79,"RT @RedGalBlueState: This is where @AndersonCooper should challenge Trump on accusing Ted Cruz of committing a federal crime. But he won'…","Houston - TX"
80,"RT @RedGalBlueState: This is where @AndersonCooper should challenge Trump on accusing Ted Cruz of committing a federal crime. But he won'…","Houston - TX"
81,"RT @JustinWolfers: Trump's campaign manager who has been charged with assault will be defendend by a lawyer who resigned as US attorney aft…","drought land - usa"
82,"RT @JustinWolfers: Trump's campaign manager who has been charged with assault will be defendend by a lawyer who resigned as US attorney aft…","drought land - usa"
83,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","A place in the universe "
84,"RT @jenniferweiner: Q: How do we protect rights of Sikhs who aren't terrorists? Trump: Radical Islamic terrorists! Protect the Second Amend…","San Francisco - CA - USA"
85,"RT @jenniferweiner: Q: How do we protect rights of Sikhs who aren't terrorists? Trump: Radical Islamic terrorists! Protect the Second Amend…","San Francisco - CA - USA"
86,"RT @bk52480: @spandakolis22 @WeNeedHillary Since Bernie beats Trump resoundingly according to the polls I think it's time for HRC to back…","Boston - MA"
87,"RT @bk52480: @spandakolis22 @WeNeedHillary Since Bernie beats Trump resoundingly according to the polls I think it's time for HRC to back…","Boston - MA"
88,"RT @AmyMek: Thank you Donald Trump for being the ONLY candidate willing to protect Americans from Muslims and Illegals! #GOPTownHall #Trump…","Texas - USA"
89,"RT @AmyMek: Thank you Donald Trump for being the ONLY candidate willing to protect Americans from Muslims and Illegals! #GOPTownHall #Trump…","Texas - USA"
90,"RT @TheSetOfAllSets: Donald Trump EMOTIONAL Moment With Dying Miss Wisconsin 2005 Melissa Young At Janesville Rally; #MAGA https://t.co/S5c…","United States"
91,"RT @ninja_kach: Trump just asked a supporter in WI Why do the bikers like me? The supporter yelled Because you don't take anyone's shi…","Missouri - USA"
92,"RT @sahilkapur: Trump: I love the Hispanics. I love the Hispanics. But their leaders are killing us on the border and they're killing us o…","Gulf Coast - Texas"
93,"RT @ninja_kach: Trump just asked a supporter in WI Why do the bikers like me? The supporter yelled Because you don't take anyone's shi…","Missouri - USA"
94,"RT @MrJoshPerry: Donald Trump continues to lie about an ad from a Super PAC that @tedcruz HAD NOTHING TO DO WITH. Cruz even condemned it!…","New York - NY"
95,"RT @ErikaMasonhall: JUST ANNOUNCED: @hardball_chris moderates an MSNBC Town Hall w/ Donald Trump in Wisconsin. Airs Wed 3/30 at 8pm ET http…","Branford - CT"
96,"RT @ErikaMasonhall: JUST ANNOUNCED: @hardball_chris moderates an MSNBC Town Hall w/ Donald Trump in Wisconsin. Airs Wed 3/30 at 8pm ET http…","Branford - CT"
97,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Austin - Texas"
98,"RT @Bill_Parent: Best Headline of the Day: Lawyer For Top Trump Aide Resigned As US Atty After Allegedly Biting Stripper @TPM https://t.c…","Metro NY"
99,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Austin - Texas"
100,"RT @Bill_Parent: Best Headline of the Day: Lawyer For Top Trump Aide Resigned As US Atty After Allegedly Biting Stripper @TPM https://t.c…","Metro NY"
101,"RT @AndyCobb: I wonder how CNN selected these carefully crafted questions for Trump to ignore and talk about whatever the hell he wants? #G…","Maryland - USA"
102,"mashable : RT MashableNews: Anderson Cooper gets tough on Trump: That's the argument of a… https://t.co/zMAMFuwcXK) https://t.co/5fdZpXzEGU","Dhaka"
103,"mashable : RT MashableNews: Anderson Cooper gets tough on Trump: That's the argument of a… https://t.co/zMAMFuwcXK) https://t.co/5fdZpXzEGU","Dhaka"
104,"RT @daveweigel: “I can’t believe Trump is getting away with these obvious lies” say people who apparently just discovered politics 20 minut…","ÜT: 34.068722 --118.364146"
105,"RT @cjwerleman: Anderson Cooper let Trump tell 3 absolute lies about Islamic terrorism and didn't ask a single question re lies. #GOPTown…","Inside the beltway!"
106,"RT @realDonaldTrump: Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ le…","United States"
107,"RT @realDonaldTrump: Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ le…","United States"
108,"The 6 Worst Moments Of Trump’s Press Conference Defending His Campaign Manager Accused Of Battery https://t.co/YZlO6Z9H2F via @thinkprogress","Halifax - Nova Scotia"
109,"RT @ditzkoff: COOPER: “You’re running for president of the United States.” TRUMP: “I didn’t start it.” COOPER: That’s the argument of a 5-y…","Miami - FL"
110,"RT @Trump2016Donald: Why is @andersoncooper arguing with Donald Trump. Anderson looks very stupid. #CnnTownHall #Trump2016 #MakeAmericaGrea…","south carolina"
111,"RT @Trump2016Donald: Why is @andersoncooper arguing with Donald Trump. Anderson looks very stupid. #CnnTownHall #Trump2016 #MakeAmericaGrea…","south carolina"
112,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Cajun country!"
113,"RT @realDonaldTrump: Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ le…","Trump Tower"
114,"RT @realDonaldTrump: Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ le…","Trump Tower"
115,"RT @ddale8: Voter asks Trump how to protect the rights of Muslims and other minority groups avoid anti-Muslim backlash. Trump touts his Mu…","Washington - DC "
116,"RT @ddale8: Voter asks Trump how to protect the rights of Muslims and other minority groups avoid anti-Muslim backlash. Trump touts his Mu…","Washington - DC "
117,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","The West"
118,"RT @RLady_LWorld: Trump denies his behavior is that of a 5 year old and then continues to lash out like a petulant child. #GOPTownHall #Ne…","The Real Maine"
119,"RT @RLady_LWorld: Trump denies his behavior is that of a 5 year old and then continues to lash out like a petulant child. #GOPTownHall #Ne…","The Real Maine"
120,"RT @daveweigel: “I can’t believe Trump is getting away with these obvious lies” say people who apparently just discovered politics 20 minut…","New York"
121,"RT @FemalesForTrump: Celebrate @realDonaldTrump prestigious family! #Trump has a huge heart ❤️ for family community vets &amp; Americans. ht…","Pennsylvania"
122,"RT @TexasChance: Trump is whittling away his support base starting with people who think. All that's left is poor white male humans. And H…","Illinois"
123,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","Atlanta Metro - Ga"
124,"RT @FemalesForTrump: Celebrate @realDonaldTrump prestigious family! #Trump has a huge heart ❤️ for family community vets &amp; Americans. ht…","Pennsylvania"
125,"RT @TexasChance: Trump is whittling away his support base starting with people who think. All that's left is poor white male humans. And H…","Illinois"
126,"RT @larryelder: CNN asked women why they support Trump. Will they ask blacks why the loyalty to Obama despite poor black economy? https://t…","United States"
127,"RT @ditzkoff: COOPER: “You’re running for president of the United States.” TRUMP: “I didn’t start it.” COOPER: That’s the argument of a 5-y…","New York - NY"
128,"RT @larryelder: CNN asked women why they support Trump. Will they ask blacks why the loyalty to Obama despite poor black economy? https://t…","United States"
129,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…"," Ft. Lauderdale✈Philadelphia"
130,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","Atlanta Metro - Ga"
131,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…"," Ft. Lauderdale✈Philadelphia"
132,"RT @MrEdTrain: VIDEO=&gt; Anti-Trump Protester SLUGS Elderly Trump Supporter in the Face https://t.co/t7IxcOfkL6 @gatewaypundit https://t.co/K…","Tennessee"
133,"RT @MrEdTrain: VIDEO=&gt; Anti-Trump Protester SLUGS Elderly Trump Supporter in the Face https://t.co/t7IxcOfkL6 @gatewaypundit https://t.co/K…","Tennessee"
134,"trumps manager did nothing wrong.. all he did was pull the reporter off (of) trump. people take things to seriously these days. #GOPTownHall","mattie"
135,"RT @pbump: Now Trump says the Secret Service might have thought Fields’s pen was a “little bomb.” I swear on a Bible. That is what he sa…","Fruita - CO"
136,"trumps manager did nothing wrong.. all he did was pull the reporter off (of) trump. people take things to seriously these days. #GOPTownHall","mattie"
137,"RT @noopdoggy: IF U ARE WATCHING CNN MSNBC FOX U R AN ENABLER OF LIES BIAS &amp; BS. PLEASE STOP WATCHING ANTI TRUMP CHANNELS NOW! RT https://t…","Florida - USA"
138,"RT @pbump: Now Trump says the Secret Service might have thought Fields’s pen was a “little bomb.” I swear on a Bible. That is what he sa…","Fruita - CO"
139,"RT @cnnbrk: Trump doubles down: I'm only person running who can solve terrorism. Follow https://t.co/lPKDZsmodc #GOPTownHall https://t.co…","Miami Beach - Florida"
140,"The history of the @GOP from its founding in #Wisconsin in March 1854 through the years has now brought us to #Trump https://t.co/L2rMA4W7Xu","Washington - DC"
141,"RT @memearchive: If Trump 👹 Wins The Election 😡📝🎟I Am Moving 🚚 Out Of The Country ✈️📦🏃🏼 Goodbye😰👋🏽🛫 America 🇺🇸💔 Hello 😍👋🏽 Flavortown 👅👀😍😈💦🌸…","nghs ✘ texas"
142,"RT @bruce_arthur: Trump on Heidi Cruz: I didn't start it. Anderson Cooper: With all due respect that's the argument of a five-year-old…","pursued by a bear"
143,"RT @bruce_arthur: Trump on Heidi Cruz: I didn't start it. Anderson Cooper: With all due respect that's the argument of a five-year-old…","pursued by a bear"
144,"RT @pivit: Trump's odds to be the nominee have crashed from 74% to 66% since this morning on https://t.co/V3XYRfmx9Q https://t.co/94SL2W4BzH","Collegedale - TN"
145,"RT @CNN: Donald Trump says Corey Lewandowski will continue as his campaign manager https://t.co/y61XSm9PDg #GOPTownHall https://t.co/SEp7pj…","The Clouds!"
146,"RT @CNN: Donald Trump says Corey Lewandowski will continue as his campaign manager https://t.co/y61XSm9PDg #GOPTownHall https://t.co/SEp7pj…","The Clouds!"
147,"RT @JamesFallows: Hey Anderson Cooper PLEASE FOR THE LOVE OF GOD don’t let Trump KEEP saying that China is DE-valuing. They’re trying the r…","vero beach - florida"
148,"RT @SueinRockville: @jimjnowicki @cindypope @esweendog85 Taking Trump DOWN! Please RT Wanna-be Emperor Drumpf Really Has No Clothes https…","Chicago"
149,"RT @reidepstein: Trump gets a thoughtful question about turban-wearing sikhs being discriminated against and talks instead about Islamic te…","Canada & United States"
150,"RT @SueinRockville: @jimjnowicki @cindypope @esweendog85 Taking Trump DOWN! Please RT Wanna-be Emperor Drumpf Really Has No Clothes https…","Chicago"
151,"RT @reidepstein: Trump gets a thoughtful question about turban-wearing sikhs being discriminated against and talks instead about Islamic te…","Canada & United States"
152,"RT @Deanofcomedy: Latinos +Muslims should root for Trump to be GOP nominee. Why? It will cause both to get into politics more. My CNN https…","New York"
153,"RT @bennydiego: Trump &amp; Cruz are 2 immature ignorant inept idiots. They are both unfit to be President of the U.S.A. #GOPTownHall https:/…","Brookdale - CA"
154,"RT @Deanofcomedy: Latinos +Muslims should root for Trump to be GOP nominee. Why? It will cause both to get into politics more. My CNN https…","New York"
155,"RT @bennydiego: Trump &amp; Cruz are 2 immature ignorant inept idiots. They are both unfit to be President of the U.S.A. #GOPTownHall https:/…","Brookdale - CA"
156,"Morris: 70% of American Women Have a Negative Opinion of Trump! This is Why Trump is Slipping in Polls #pjnet #tcot https://t.co/KLgVWz59BF","Raised in Montana - Now Florida"
157,"RT @asamjulian: Trump is saying he wants other countries to be able to protect themselves rather than us spend money to protect them. #GOPT…","Somewhere In Time"
158,"Morris: 70% of American Women Have a Negative Opinion of Trump! This is Why Trump is Slipping in Polls #pjnet #tcot https://t.co/KLgVWz59BF","Raised in Montana - Now Florida"
159,"RT @RubinReport: #RegressiveLeft has so effectively silenced sane debate about Radical Islam that Trump's easy answers make sense to many p…","East San Francisco Bay - CA"
160,"RT @SurfPHX: Cooper as usual your tone with Mr. Trump SUCKS.😠 🔹#WisconsinTownHall 🔹#WIPrimary 🔹#VoteTrump @andersoncooper @realDonaldT…","United States"
161,"RT @MZHemingway: “With all due respect that’s an argument of a 5-year-old.” — @andersoncooper responding to Donald J. Trump’s very manly “…","Washington - DC"
162,"RT @SurfPHX: Cooper as usual your tone with Mr. Trump SUCKS.😠 🔹#WisconsinTownHall 🔹#WIPrimary 🔹#VoteTrump @andersoncooper @realDonaldT…","United States"
163,"RT @matlockfan1488: According to FL law this is enough to have Michelle Fields charged w/ battery against Trump; it's unwanted touching ht…","Florida - USA"
164,"RT @MZHemingway: “With all due respect that’s an argument of a 5-year-old.” — @andersoncooper responding to Donald J. Trump’s very manly “…","Washington - DC"
165,"RT @matlockfan1488: According to FL law this is enough to have Michelle Fields charged w/ battery against Trump; it's unwanted touching ht…","Florida - USA"
166,"RT @CryBabyPrize: If Donald Trump weren't dominating the coverage in this election Bernie Sanders would be the big story. https://t.co/rpC…","Texas - USA"
167,"RT @ElianaBenador: @SpreadButter @WhiteGenocideTM @realDonaldTrump Two days ago Trump's Jewish grandson was born. The man is NOT a nazi. Be…","USA"
168,"RT @CryBabyPrize: If Donald Trump weren't dominating the coverage in this election Bernie Sanders would be the big story. https://t.co/rpC…","Texas - USA"
169,"RT @ElianaBenador: @SpreadButter @WhiteGenocideTM @realDonaldTrump Two days ago Trump's Jewish grandson was born. The man is NOT a nazi. Be…","USA"
170,"RT @StopTrumpPAC: CONSERVATIVE CONSERVATIVES! Check Out Our Guide Of Non Trump True Conservatives In The Media https://t.co/V7e3jjwK5k http…","All over God's green earth"
171,"RT @StopTrumpPAC: CONSERVATIVE CONSERVATIVES! Check Out Our Guide Of Non Trump True Conservatives In The Media https://t.co/V7e3jjwK5k http…","All over God's green earth"
172,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Cheverly - MD"
173,"RT @PatrickSvitek: - Trump on Heidi Cruz attack: I didn't start it. - @AndersonCooper: With all due respect that's the argument of a 5-…","Cheverly - MD"
174,"RT @TeamTrumpNC: lol @AC360 brings up the spouse drama &amp; then asks Trump why he can't let it go? Hmmm. Isn't that pot calling kettle bla…","Texas - USA"
175,"RT @EsotericCD: Donald Trump keeps insisting that it was Ted Cruz's people who made that Melania ad. Cooper doesn't bother pushing back o…","Between chair and keyboard"
176,"@Johnatsrs1949 A Trump win can bring back some common sense in the country as well as in Wisconsin.Flourish in jobs+Families-would be niceRT","NH"
177,"RT @JonFeere: Trump on refugees: we have no idea who they are...they have no identification...and it's going to be a big problem #GOPTown…","Tennessee - USA"
178,"RT @JonFeere: Trump on refugees: we have no idea who they are...they have no identification...and it's going to be a big problem #GOPTown…","Tennessee - USA"
179,"RT @Rockprincess818: Wisconsin press conference Trump was adamant. There is no way Corey will be relieved of his duties. #Trump2016 https…","Save Christianity~Say No2Islam"
180,"RT @Rockprincess818: Wisconsin press conference Trump was adamant. There is no way Corey will be relieved of his duties. #Trump2016 https…","Save Christianity~Say No2Islam"
181,"RT @The_Trump_Train: 💢🚨POLL ALERT🚨💢 Trump steadily rising 2 points away from 50% nationally. Somehow @tedcruz will say he's winning... ht…","Virginia"
182,"RT @The_Trump_Train: 💢🚨POLL ALERT🚨💢 Trump steadily rising 2 points away from 50% nationally. Somehow @tedcruz will say he's winning... ht…","Virginia"
183,"RT @Drudge_Report_: VIDEO: #Trump emotional moment with Former Miss #Wisconsin who has #terminal illness... 'You saved me'... https://t.co/…","a wondering Catholic Jew"
184,"RT @KeithOlbermann: It's mightier than the sword RT @pbump Trump also says it may have “just been a pen which is also very dan… https://t.…","Tehran"
185,"RT @Drudge_Report_: VIDEO: #Trump emotional moment with Former Miss #Wisconsin who has #terminal illness... 'You saved me'... https://t.co/…","a wondering Catholic Jew"
